CO2 emission estimates,Year,Series,Value
Mexico,2015,Emissions (thousand metric tons of carbon dioxide),442417.19
Mexico,2016,Emissions (thousand metric tons of carbon dioxide),446175.879
Mexico,2017,Emissions (thousand metric tons of carbon dioxide),445991.937
Mexico,1975,Emissions per capita (metric tons of carbon dioxide),2.213
Mexico,1985,Emissions per capita (metric tons of carbon dioxide),3.061
Mexico,1995,Emissions per capita (metric tons of carbon dioxide),3.083
Mexico,2005,Emissions per capita (metric tons of carbon dioxide),3.854
Mexico,2010,Emissions per capita (metric tons of carbon dioxide),3.86
Mexico,2015,Emissions per capita (metric tons of carbon dioxide),3.661
Mexico,2016,Emissions per capita (metric tons of carbon dioxide),3.654
Mexico,2017,Emissions per capita (metric tons of carbon dioxide),3.615
Mongolia,1985,Emissions (thousand metric tons of carbon dioxide),11761.986
Mongolia,1995,Emissions (thousand metric tons of carbon dioxide),10235.411
Mongolia,2005,Emissions (thousand metric tons of carbon dioxide),10984.928
Mongolia,2010,Emissions (thousand metric tons of carbon dioxide),14139.533
Mongolia,2015,Emissions (thousand metric tons of carbon dioxide),17118.652
Mongolia,2016,Emissions (thousand metric tons of carbon dioxide),17981.117
Mongolia,2017,Emissions (thousand metric tons of carbon dioxide),19276
Mongolia,1985,Emissions per capita (metric tons of carbon dioxide),6.12
Mongolia,1995,Emissions per capita (metric tons of carbon dioxide),4.454
Mongolia,2005,Emissions per capita (metric tons of carbon dioxide),4.349
Mongolia,2010,Emissions per capita (metric tons of carbon dioxide),5.212
Mongolia,2015,Emissions per capita (metric tons of carbon dioxide),5.75
Mongolia,2016,Emissions per capita (metric tons of carbon dioxide),5.94
Mongolia,2017,Emissions per capita (metric tons of carbon dioxide),6.267
Montenegro,2005,Emissions (thousand metric tons of carbon dioxide),2004.798
Montenegro,2010,Emissions (thousand metric tons of carbon dioxide),2584.208
Montenegro,2015,Emissions (thousand metric tons of carbon dioxide),2358.285
Montenegro,2016,Emissions (thousand metric tons of carbon dioxide),2112.994
Montenegro,2017,Emissions (thousand metric tons of carbon dioxide),2206.233
Montenegro,2005,Emissions per capita (metric tons of carbon dioxide),3.265
Montenegro,2010,Emissions per capita (metric tons of carbon dioxide),4.175
Montenegro,2015,Emissions per capita (metric tons of carbon dioxide),3.791
Montenegro,2016,Emissions per capita (metric tons of carbon dioxide),3.397
Montenegro,2017,Emissions per capita (metric tons of carbon dioxide),3.547
Morocco,1975,Emissions (thousand metric tons of carbon dioxide),9662.413
Morocco,1985,Emissions (thousand metric tons of carbon dioxide),16272.651
Morocco,1995,Emissions (thousand metric tons of carbon dioxide),26073.834
Morocco,2005,Emissions (thousand metric tons of carbon dioxide),39215.868
Morocco,2010,Emissions (thousand metric tons of carbon dioxide),46396.882
Morocco,2015,Emissions (thousand metric tons of carbon dioxide),55371.267
Morocco,2016,Emissions (thousand metric tons of carbon dioxide),55299.726
Morocco,2017,Emissions (thousand metric tons of carbon dioxide),58149.86
Morocco,1975,Emissions per capita (metric tons of carbon dioxide),0.543
Morocco,1985,Emissions per capita (metric tons of carbon dioxide),0.722
Morocco,1995,Emissions per capita (metric tons of carbon dioxide),0.963
Morocco,2005,Emissions per capita (metric tons of carbon dioxide),1.285
Morocco,2010,Emissions per capita (metric tons of carbon dioxide),1.432
Morocco,2015,Emissions per capita (metric tons of carbon dioxide),1.591
Morocco,2016,Emissions per capita (metric tons of carbon dioxide),1.568
Morocco,2017,Emissions per capita (metric tons of carbon dioxide),1.627
Mozambique,1975,Emissions (thousand metric tons of carbon dioxide),2375.964
Mozambique,1985,Emissions (thousand metric tons of carbon dioxide),1504.154
Mozambique,1995,Emissions (thousand metric tons of carbon dioxide),1148.226
Mozambique,2005,Emissions (thousand metric tons of carbon dioxide),1514.919
Mozambique,2010,Emissions (thousand metric tons of carbon dioxide),2377.492
Mozambique,2015,Emissions (thousand metric tons of carbon dioxide),6221.087
Mozambique,2016,Emissions (thousand metric tons of carbon dioxide),8445.417
Mozambique,2017,Emissions (thousand metric tons of carbon dioxide),7624.932
Mozambique,1975,Emissions per capita (metric tons of carbon dioxide),0.23
Mozambique,1985,Emissions per capita (metric tons of carbon dioxide),0.116
Mozambique,1995,Emissions per capita (metric tons of carbon dioxide),0.073
Mozambique,2005,Emissions per capita (metric tons of carbon dioxide),0.072
Mozambique,2010,Emissions per capita (metric tons of carbon dioxide),0.098
Mozambique,2015,Emissions per capita (metric tons of carbon dioxide),0.222
Mozambique,2016,Emissions per capita (metric tons of carbon dioxide),0.293
Mozambique,2017,Emissions per capita (metric tons of carbon dioxide),0.257
Myanmar,1975,Emissions (thousand metric tons of carbon dioxide),3927.468
Myanmar,1985,Emissions (thousand metric tons of carbon dioxide),5734.879
Myanmar,1995,Emissions (thousand metric tons of carbon dioxide),6727.112
Myanmar,2005,Emissions (thousand metric tons of carbon dioxide),10477.314
Myanmar,2010,Emissions (thousand metric tons of carbon dioxide),7906.445
Myanmar,2015,Emissions (thousand metric tons of carbon dioxide),18671.324
Myanmar,2016,Emissions (thousand metric tons of carbon dioxide),20899.074
Myanmar,2017,Emissions (thousand metric tons of carbon dioxide),30404.919
Myanmar,1975,Emissions per capita (metric tons of carbon dioxide),0.132
Myanmar,1985,Emissions per capita (metric tons of carbon dioxide),0.154
Myanmar,1995,Emissions per capita (metric tons of carbon dioxide),0.156
Myanmar,2005,Emissions per capita (metric tons of carbon dioxide),0.216
Myanmar,2010,Emissions per capita (metric tons of carbon dioxide),0.158
Myanmar,2015,Emissions per capita (metric tons of carbon dioxide),0.356
Myanmar,2016,Emissions per capita (metric tons of carbon dioxide),0.395
Myanmar,2017,Emissions per capita (metric tons of carbon dioxide),0.57
Namibia,1995,Emissions (thousand metric tons of carbon dioxide),1794.288
Namibia,2005,Emissions (thousand metric tons of carbon dioxide),2492.652
Namibia,2010,Emissions (thousand metric tons of carbon dioxide),3078.895
Namibia,2015,Emissions (thousand metric tons of carbon dioxide),3858.399
Namibia,2016,Emissions (thousand metric tons of carbon dioxide),3983.156
Namibia,2017,Emissions (thousand metric tons of carbon dioxide),4037.15
Namibia,1995,Emissions per capita (metric tons of carbon dioxide),1.084
Namibia,2005,Emissions per capita (metric tons of carbon dioxide),1.227
Namibia,2010,Emissions per capita (metric tons of carbon dioxide),1.417
Namibia,2015,Emissions per capita (metric tons of carbon dioxide),1.59
Namibia,2016,Emissions per capita (metric tons of carbon dioxide),1.606
Namibia,2017,Emissions per capita (metric tons of carbon dioxide),1.593
Nepal,1975,Emissions (thousand metric tons of carbon dioxide),318.654
Nepal,1985,Emissions (thousand metric tons of carbon dioxide),551.256
Nepal,1995,Emissions (thousand metric tons of carbon dioxide),1763.15
Nepal,2005,Emissions (thousand metric tons of carbon dioxide),3074.201
Nepal,2010,Emissions (thousand metric tons of carbon dioxide),4121.846
Nepal,2015,Emissions (thousand metric tons of carbon dioxide),5694.237
Nepal,2016,Emissions (thousand metric tons of carbon dioxide),8503.721
Nepal,2017,Emissions (thousand metric tons of carbon dioxide),10113.953
Nepal,1975,Emissions per capita (metric tons of carbon dioxide),0.024
Nepal,1985,Emissions per capita (metric tons of carbon dioxide),0.033
Nepal,1995,Emissions per capita (metric tons of carbon dioxide),0.082
Nepal,2005,Emissions per capita (metric tons of carbon dioxide),0.12
Nepal,2010,Emissions per capita (metric tons of carbon dioxide),0.153
Nepal,2015,Emissions per capita (metric tons of carbon dioxide),0.199
Nepal,2016,Emissions per capita (metric tons of carbon dioxide),0.293
Nepal,2017,Emissions per capita (metric tons of carbon dioxide),0.345
Netherlands,1975,Emissions (thousand metric tons of carbon dioxide),131962.01
Netherlands,1985,Emissions (thousand metric tons of carbon dioxide),138396.723
Netherlands,1995,Emissions (thousand metric tons of carbon dioxide),163582.74
Netherlands,2005,Emissions (thousand metric tons of carbon dioxide),167489.66
Netherlands,2010,Emissions (thousand metric tons of carbon dioxide),170762.343
Netherlands,2015,Emissions (thousand metric tons of carbon dioxide),157858.417
Netherlands,2016,Emissions (thousand metric tons of carbon dioxide),158034.178
Netherlands,2017,Emissions (thousand metric tons of carbon dioxide),155574.278
Netherlands,1975,Emissions per capita (metric tons of carbon dioxide),9.661
Netherlands,1985,Emissions per capita (metric tons of carbon dioxide),9.553
Netherlands,1995,Emissions per capita (metric tons of carbon dioxide),10.582
Netherlands,2005,Emissions per capita (metric tons of carbon dioxide),10.263
Netherlands,2010,Emissions per capita (metric tons of carbon dioxide),10.278
Netherlands,2015,Emissions per capita (metric tons of carbon dioxide),9.319
Netherlands,2016,Emissions per capita (metric tons of carbon dioxide),9.28
Netherlands,2017,Emissions per capita (metric tons of carbon dioxide),9.081
New Zealand,1975,Emissions (thousand metric tons of carbon dioxide),16429.691
New Zealand,1985,Emissions (thousand metric tons of carbon dioxide),18905.085
New Zealand,1995,Emissions (thousand metric tons of carbon dioxide),23933.941
New Zealand,2005,Emissions (thousand metric tons of carbon dioxide),33690.287
New Zealand,2010,Emissions (thousand metric tons of carbon dioxide),30347.958
New Zealand,2015,Emissions (thousand metric tons of carbon dioxide),31258.942
New Zealand,2016,Emissions (thousand metric tons of carbon dioxide),30434.542
New Zealand,2017,Emissions (thousand metric tons of carbon dioxide),32241.597
New Zealand,1975,Emissions per capita (metric tons of carbon dioxide),5.322
New Zealand,1985,Emissions per capita (metric tons of carbon dioxide),5.778
New Zealand,1995,Emissions per capita (metric tons of carbon dioxide),6.484
New Zealand,2005,Emissions per capita (metric tons of carbon dioxide),8.122
New Zealand,2010,Emissions per capita (metric tons of carbon dioxide),6.956
New Zealand,2015,Emissions per capita (metric tons of carbon dioxide),6.744
New Zealand,2016,Emissions per capita (metric tons of carbon dioxide),6.429
New Zealand,2017,Emissions per capita (metric tons of carbon dioxide),6.673
Nicaragua,1975,Emissions (thousand metric tons of carbon dioxide),1849.605
Nicaragua,1985,Emissions (thousand metric tons of carbon dioxide),1805.723
Nicaragua,1995,Emissions (thousand metric tons of carbon dioxide),2513.712
Nicaragua,2005,Emissions (thousand metric tons of carbon dioxide),4032.083
Nicaragua,2010,Emissions (thousand metric tons of carbon dioxide),4277.15
Nicaragua,2015,Emissions (thousand metric tons of carbon dioxide),5054.947
Nicaragua,2016,Emissions (thousand metric tons of carbon dioxide),5112.604
Nicaragua,2017,Emissions (thousand metric tons of carbon dioxide),5106.281
Nicaragua,1975,Emissions per capita (metric tons of carbon dioxide),0.661
Nicaragua,1985,Emissions per capita (metric tons of carbon dioxide),0.487
Nicaragua,1995,Emissions per capita (metric tons of carbon dioxide),0.545
Nicaragua,2005,Emissions per capita (metric tons of carbon dioxide),0.75
Nicaragua,2010,Emissions per capita (metric tons of carbon dioxide),0.745
Nicaragua,2015,Emissions per capita (metric tons of carbon dioxide),0.831
Nicaragua,2016,Emissions per capita (metric tons of carbon dioxide),0.831
Nicaragua,2017,Emissions per capita (metric tons of carbon dioxide),0.821
Niger,2005,Emissions (thousand metric tons of carbon dioxide),736.144
Niger,2010,Emissions (thousand metric tons of carbon dioxide),1358.855
Niger,2015,Emissions (thousand metric tons of carbon dioxide),1953.955
Niger,2016,Emissions (thousand metric tons of carbon dioxide),1951.763
Niger,2017,Emissions (thousand metric tons of carbon dioxide),2048.704
Niger,2005,Emissions per capita (metric tons of carbon dioxide),0.054
Niger,2010,Emissions per capita (metric tons of carbon dioxide),0.083
Niger,2015,Emissions per capita (metric tons of carbon dioxide),0.098
Niger,2016,Emissions per capita (metric tons of carbon dioxide),0.094
Niger,2017,Emissions per capita (metric tons of carbon dioxide),0.095
Nigeria,1975,Emissions (thousand metric tons of carbon dioxide),10816.425
Nigeria,1985,Emissions (thousand metric tons of carbon dioxide),31785.039
Nigeria,1995,Emissions (thousand metric tons of carbon dioxide),32775.287
Nigeria,2005,Emissions (thousand metric tons of carbon dioxide),56558.056
Nigeria,2010,Emissions (thousand metric tons of carbon dioxide),55417.965
Nigeria,2015,Emissions (thousand metric tons of carbon dioxide),82588.782
Nigeria,2016,Emissions (thousand metric tons of carbon dioxide),84738.062
Nigeria,2017,Emissions (thousand metric tons of carbon dioxide),85988.513
Nigeria,1975,Emissions per capita (metric tons of carbon dioxide),0.171
Nigeria,1985,Emissions per capita (metric tons of carbon dioxide),0.38
Nigeria,1995,Emissions per capita (metric tons of carbon dioxide),0.303
Nigeria,2005,Emissions per capita (metric tons of carbon dioxide),0.407
Nigeria,2010,Emissions per capita (metric tons of carbon dioxide),0.349
Nigeria,2015,Emissions per capita (metric tons of carbon dioxide),0.456
Nigeria,2016,Emissions per capita (metric tons of carbon dioxide),0.456
Nigeria,2017,Emissions per capita (metric tons of carbon dioxide),0.45
Norway,1975,Emissions (thousand metric tons of carbon dioxide),23603.322
Norway,1985,Emissions (thousand metric tons of carbon dioxide),26415.65
Norway,1995,Emissions (thousand metric tons of carbon dioxide),31408.419
Norway,2005,Emissions (thousand metric tons of carbon dioxide),34500.489
Norway,2010,Emissions (thousand metric tons of carbon dioxide),37291.15
Norway,2015,Emissions (thousand metric tons of carbon dioxide),35890.983
Norway,2016,Emissions (thousand metric tons of carbon dioxide),35281.342
Norway,2017,Emissions (thousand metric tons of carbon dioxide),34760.858
Norway,1975,Emissions per capita (metric tons of carbon dioxide),5.891
Norway,1985,Emissions per capita (metric tons of carbon dioxide),6.361
Norway,1995,Emissions per capita (metric tons of carbon dioxide),7.205
Norway,2005,Emissions per capita (metric tons of carbon dioxide),7.463
Norway,2010,Emissions per capita (metric tons of carbon dioxide),7.628
Norway,2015,Emissions per capita (metric tons of carbon dioxide),6.914
Norway,2016,Emissions per capita (metric tons of carbon dioxide),6.738
Norway,2017,Emissions per capita (metric tons of carbon dioxide),6.587
Oman,1975,Emissions (thousand metric tons of carbon dioxide),722.24
Oman,1985,Emissions (thousand metric tons of carbon dioxide),5636.288
Oman,1995,Emissions (thousand metric tons of carbon dioxide),14691.666
Oman,2005,Emissions (thousand metric tons of carbon dioxide),25181.794
Oman,2010,Emissions (thousand metric tons of carbon dioxide),42367.74
Oman,2015,Emissions (thousand metric tons of carbon dioxide),63636.288
Oman,2016,Emissions (thousand metric tons of carbon dioxide),63137.552
Oman,2017,Emissions (thousand metric tons of carbon dioxide),65498.56
Oman,1975,Emissions per capita (metric tons of carbon dioxide),0.819
Oman,1985,Emissions per capita (metric tons of carbon dioxide),3.763
Oman,1995,Emissions per capita (metric tons of carbon dioxide),6.666
Oman,2005,Emissions per capita (metric tons of carbon dioxide),10.029
Oman,2010,Emissions per capita (metric tons of carbon dioxide),13.932
Oman,2015,Emissions per capita (metric tons of carbon dioxide),15.151
Oman,2016,Emissions per capita (metric tons of carbon dioxide),14.268
Oman,2017,Emissions per capita (metric tons of carbon dioxide),14.128
Pakistan,1975,Emissions (thousand metric tons of carbon dioxide),19981.642
Pakistan,1985,Emissions (thousand metric tons of carbon dioxide),36498.746
Pakistan,1995,Emissions (thousand metric tons of carbon dioxide),79248.729
Pakistan,2005,Emissions (thousand metric tons of carbon dioxide),114969.678
Pakistan,2010,Emissions (thousand metric tons of carbon dioxide),129168.625
Pakistan,2015,Emissions (thousand metric tons of carbon dioxide),150688.547
Pakistan,2016,Emissions (thousand metric tons of carbon dioxide),164184.363
Pakistan,2017,Emissions (thousand metric tons of carbon dioxide),183447.068
Pakistan,1975,Emissions per capita (metric tons of carbon dioxide),0.299
Pakistan,1985,Emissions per capita (metric tons of carbon dioxide),0.396
Pakistan,1995,Emissions per capita (metric tons of carbon dioxide),0.645
Pakistan,2005,Emissions per capita (metric tons of carbon dioxide),0.747
Pakistan,2010,Emissions per capita (metric tons of carbon dioxide),0.757
Pakistan,2015,Emissions per capita (metric tons of carbon dioxide),0.796
Pakistan,2016,Emissions per capita (metric tons of carbon dioxide),0.85
Pakistan,2017,Emissions per capita (metric tons of carbon dioxide),0.931
Panama,1975,Emissions (thousand metric tons of carbon dioxide),3096.657
Panama,1985,Emissions (thousand metric tons of carbon dioxide),2666.133
Panama,1995,Emissions (thousand metric tons of carbon dioxide),4091.661
Panama,2005,Emissions (thousand metric tons of carbon dioxide),6776.118
Panama,2010,Emissions (thousand metric tons of carbon dioxide),8878.513
Panama,2015,Emissions (thousand metric tons of carbon dioxide),10102.101
Panama,2016,Emissions (thousand metric tons of carbon dioxide),10191.378
Panama,2017,Emissions (thousand metric tons of carbon dioxide),9612.198
Panama,1975,Emissions per capita (metric tons of carbon dioxide),1.775
Panama,1985,Emissions per capita (metric tons of carbon dioxide),1.202
Panama,1995,Emissions per capita (metric tons of carbon dioxide),1.493
Panama,2005,Emissions per capita (metric tons of carbon dioxide),2.035
Panama,2010,Emissions per capita (metric tons of carbon dioxide),2.437
Panama,2015,Emissions per capita (metric tons of carbon dioxide),2.545
Panama,2016,Emissions per capita (metric tons of carbon dioxide),2.526
Panama,2017,Emissions per capita (metric tons of carbon dioxide),2.345
Paraguay,1975,Emissions (thousand metric tons of carbon dioxide),703.543
Paraguay,1985,Emissions (thousand metric tons of carbon dioxide),1422.914
Paraguay,1995,Emissions (thousand metric tons of carbon dioxide),3489.665
Paraguay,2005,Emissions (thousand metric tons of carbon dioxide),3472.665
Paraguay,2010,Emissions (thousand metric tons of carbon dioxide),4791.954
Paraguay,2015,Emissions (thousand metric tons of carbon dioxide),5849.183
Paraguay,2016,Emissions (thousand metric tons of carbon dioxide),6803.062
Paraguay,2017,Emissions (thousand metric tons of carbon dioxide),7654.689
Paraguay,1975,Emissions per capita (metric tons of carbon dioxide),0.252
Paraguay,1985,Emissions per capita (metric tons of carbon dioxide),0.388
Paraguay,1995,Emissions per capita (metric tons of carbon dioxide),0.733
Paraguay,2005,Emissions per capita (metric tons of carbon dioxide),0.599
Paraguay,2010,Emissions per capita (metric tons of carbon dioxide),0.772
Paraguay,2015,Emissions per capita (metric tons of carbon dioxide),0.881
Paraguay,2016,Emissions per capita (metric tons of carbon dioxide),1.012
Paraguay,2017,Emissions per capita (metric tons of carbon dioxide),1.124
Peru,1975,Emissions (thousand metric tons of carbon dioxide),18240.381
Peru,1985,Emissions (thousand metric tons of carbon dioxide),18051.923
Peru,1995,Emissions (thousand metric tons of carbon dioxide),23310.638
Peru,2005,Emissions (thousand metric tons of carbon dioxide),28632.888
Peru,2010,Emissions (thousand metric tons of carbon dioxide),41544.007
Peru,2015,Emissions (thousand metric tons of carbon dioxide),49724.806
Peru,2016,Emissions (thousand metric tons of carbon dioxide),52186.698
Peru,2017,Emissions (thousand metric tons of carbon dioxide),49693.643
Peru,1975,Emissions per capita (metric tons of carbon dioxide),1.198
Peru,1985,Emissions per capita (metric tons of carbon dioxide),0.924
Peru,1995,Emissions per capita (metric tons of carbon dioxide),0.97
Peru,2005,Emissions per capita (metric tons of carbon dioxide),1.037
Peru,2010,Emissions per capita (metric tons of carbon dioxide),1.414
Peru,2015,Emissions per capita (metric tons of carbon dioxide),1.585
Peru,2016,Emissions per capita (metric tons of carbon dioxide),1.642
Peru,2017,Emissions per capita (metric tons of carbon dioxide),1.545
Philippines,1975,Emissions (thousand metric tons of carbon dioxide),29244.261
Philippines,1985,Emissions (thousand metric tons of carbon dioxide),29268.471
Philippines,1995,Emissions (thousand metric tons of carbon dioxide),57257.517
Philippines,2005,Emissions (thousand metric tons of carbon dioxide),71501.652
Philippines,2010,Emissions (thousand metric tons of carbon dioxide),77128.398
Philippines,2015,Emissions (thousand metric tons of carbon dioxide),103891.197
Philippines,2016,Emissions (thousand metric tons of carbon dioxide),114751.784
Philippines,2017,Emissions (thousand metric tons of carbon dioxide),126487.694
Philippines,1975,Emissions per capita (metric tons of carbon dioxide),0.708
Philippines,1985,Emissions per capita (metric tons of carbon dioxide),0.539
Philippines,1995,Emissions per capita (metric tons of carbon dioxide),0.82
Philippines,2005,Emissions per capita (metric tons of carbon dioxide),0.829
Philippines,2010,Emissions per capita (metric tons of carbon dioxide),0.823
Philippines,2015,Emissions per capita (metric tons of carbon dioxide),1.021
Philippines,2016,Emissions per capita (metric tons of carbon dioxide),1.111
Philippines,2017,Emissions per capita (metric tons of carbon dioxide),1.206
Poland,1975,Emissions (thousand metric tons of carbon dioxide),338900.005
Poland,1985,Emissions (thousand metric tons of carbon dioxide),422392.233
Poland,1995,Emissions (thousand metric tons of carbon dioxide),333337.838
Poland,2005,Emissions (thousand metric tons of carbon dioxide),296261.105
Poland,2010,Emissions (thousand metric tons of carbon dioxide),307493.273
Poland,2015,Emissions (thousand metric tons of carbon dioxide),282708.42
Poland,2016,Emissions (thousand metric tons of carbon dioxide),293211.41
Poland,2017,Emissions (thousand metric tons of carbon dioxide),305841.991
Poland,1975,Emissions per capita (metric tons of carbon dioxide),9.961
Poland,1985,Emissions per capita (metric tons of carbon dioxide),11.354
Poland,1995,Emissions per capita (metric tons of carbon dioxide),8.709
Poland,2005,Emissions per capita (metric tons of carbon dioxide),7.763
Poland,2010,Emissions per capita (metric tons of carbon dioxide),7.983
Poland,2015,Emissions per capita (metric tons of carbon dioxide),7.352
Poland,2016,Emissions per capita (metric tons of carbon dioxide),7.63
Poland,2017,Emissions per capita (metric tons of carbon dioxide),7.96
Portugal,1975,Emissions (thousand metric tons of carbon dioxide),18031.11
Portugal,1985,Emissions (thousand metric tons of carbon dioxide),23924.909
Portugal,1995,Emissions (thousand metric tons of carbon dioxide),47231.15
Portugal,2005,Emissions (thousand metric tons of carbon dioxide),61385.798
Portugal,2010,Emissions (thousand metric tons of carbon dioxide),47561.335
Portugal,2015,Emissions (thousand metric tons of carbon dioxide),46930.899
Portugal,2016,Emissions (thousand metric tons of carbon dioxide),46422.53
Portugal,2017,Emissions (thousand metric tons of carbon dioxide),50757.815
Portugal,1975,Emissions per capita (metric tons of carbon dioxide),1.964
Portugal,1985,Emissions per capita (metric tons of carbon dioxide),2.367
Portugal,1995,Emissions per capita (metric tons of carbon dioxide),4.711
Portugal,2005,Emissions per capita (metric tons of carbon dioxide),5.845
Portugal,2010,Emissions per capita (metric tons of carbon dioxide),4.498
Portugal,2015,Emissions per capita (metric tons of carbon dioxide),4.531
Portugal,2016,Emissions per capita (metric tons of carbon dioxide),4.496
Portugal,2017,Emissions per capita (metric tons of carbon dioxide),4.928
Qatar,1975,Emissions (thousand metric tons of carbon dioxide),4927.527
Qatar,1985,Emissions (thousand metric tons of carbon dioxide),10685.735
Qatar,1995,Emissions (thousand metric tons of carbon dioxide),16831.699
Qatar,2005,Emissions (thousand metric tons of carbon dioxide),33211.677
Qatar,2010,Emissions (thousand metric tons of carbon dioxide),55503.424
Qatar,2015,Emissions (thousand metric tons of carbon dioxide),77645.489
Qatar,2016,Emissions (thousand metric tons of carbon dioxide),79084.102
Qatar,2017,Emissions (thousand metric tons of carbon dioxide),80116.551
Qatar,1975,Emissions per capita (metric tons of carbon dioxide),30.046
Qatar,1985,Emissions per capita (metric tons of carbon dioxide),28.803
Qatar,1995,Emissions per capita (metric tons of carbon dioxide),32.81
Qatar,2005,Emissions per capita (metric tons of carbon dioxide),38.395
Qatar,2010,Emissions per capita (metric tons of carbon dioxide),31.182
Qatar,2015,Emissions per capita (metric tons of carbon dioxide),31.283
Qatar,2016,Emissions per capita (metric tons of carbon dioxide),30.772
Qatar,2017,Emissions per capita (metric tons of carbon dioxide),30.359
Republic of Korea,1975,Emissions (thousand metric tons of carbon dioxide),77728.222
Republic of Korea,1985,Emissions (thousand metric tons of carbon dioxide),155729.6
Republic of Korea,1995,Emissions (thousand metric tons of carbon dioxide),357306.006
Republic of Korea,2005,Emissions (thousand metric tons of carbon dioxide),457672.117
Republic of Korea,2010,Emissions (thousand metric tons of carbon dioxide),550915.653
Republic of Korea,2015,Emissions (thousand metric tons of carbon dioxide),582047.107
Republic of Korea,2016,Emissions (thousand metric tons of carbon dioxide),589212.169
Republic of Korea,2017,Emissions (thousand metric tons of carbon dioxide),600034.367
Republic of Korea,1975,Emissions per capita (metric tons of carbon dioxide),2.203
Republic of Korea,1985,Emissions per capita (metric tons of carbon dioxide),3.816
Republic of Korea,1995,Emissions per capita (metric tons of carbon dioxide),7.924
Republic of Korea,2005,Emissions per capita (metric tons of carbon dioxide),9.498
Republic of Korea,2010,Emissions per capita (metric tons of carbon dioxide),11.117
Republic of Korea,2015,Emissions per capita (metric tons of carbon dioxide),11.409
Republic of Korea,2016,Emissions per capita (metric tons of carbon dioxide),11.498
Republic of Korea,2017,Emissions per capita (metric tons of carbon dioxide),11.663
Republic of Moldova,1995,Emissions (thousand metric tons of carbon dioxide),11892.994
Republic of Moldova,2005,Emissions (thousand metric tons of carbon dioxide),7810.491
Republic of Moldova,2010,Emissions (thousand metric tons of carbon dioxide),7946.552
Republic of Moldova,2015,Emissions (thousand metric tons of carbon dioxide),7578.52
Republic of Moldova,2016,Emissions (thousand metric tons of carbon dioxide),7710.688
Republic of Moldova,2017,Emissions (thousand metric tons of carbon dioxide),7526.673
Republic of Moldova,1995,Emissions per capita (metric tons of carbon dioxide),3.236
Republic of Moldova,2005,Emissions per capita (metric tons of carbon dioxide),2.173
Republic of Moldova,2010,Emissions per capita (metric tons of carbon dioxide),2.231
Republic of Moldova,2015,Emissions per capita (metric tons of carbon dioxide),2.132
Republic of Moldova,2016,Emissions per capita (metric tons of carbon dioxide),2.171
Republic of Moldova,2017,Emissions per capita (metric tons of carbon dioxide),2.12
Romania,1975,Emissions (thousand metric tons of carbon dioxide),140600.336
Romania,1985,Emissions (thousand metric tons of carbon dioxide),174876.064
Romania,1995,Emissions (thousand metric tons of carbon dioxide),117587.815
Romania,2005,Emissions (thousand metric tons of carbon dioxide),92632.653
Romania,2010,Emissions (thousand metric tons of carbon dioxide),74725.473
Romania,2015,Emissions (thousand metric tons of carbon dioxide),69558.57
Romania,2016,Emissions (thousand metric tons of carbon dioxide),67962.637
Romania,2017,Emissions (thousand metric tons of carbon dioxide),70788.76
Romania,1975,Emissions per capita (metric tons of carbon dioxide),6.603
Romania,1985,Emissions per capita (metric tons of carbon dioxide),7.685
Romania,1995,Emissions per capita (metric tons of carbon dioxide),5.184
Romania,2005,Emissions per capita (metric tons of carbon dioxide),4.345
Romania,2010,Emissions per capita (metric tons of carbon dioxide),3.691
Romania,2015,Emissions per capita (metric tons of carbon dioxide),3.51
Romania,2016,Emissions per capita (metric tons of carbon dioxide),3.45
Romania,2017,Emissions per capita (metric tons of carbon dioxide),3.614
Russian Federation,1995,Emissions (thousand metric tons of carbon dioxide),1548252.185
Russian Federation,2005,Emissions (thousand metric tons of carbon dioxide),1481897.136
Russian Federation,2010,Emissions (thousand metric tons of carbon dioxide),1529228.168
Russian Federation,2015,Emissions (thousand metric tons of carbon dioxide),1534458.233
Russian Federation,2016,Emissions (thousand metric tons of carbon dioxide),1510557.598
Russian Federation,2017,Emissions (thousand metric tons of carbon dioxide),1536878.825
Russian Federation,1995,Emissions per capita (metric tons of carbon dioxide),10.435
Russian Federation,2005,Emissions per capita (metric tons of carbon dioxide),10.325
Russian Federation,2010,Emissions per capita (metric tons of carbon dioxide),10.705
Russian Federation,2015,Emissions per capita (metric tons of carbon dioxide),10.649
Russian Federation,2016,Emissions per capita (metric tons of carbon dioxide),10.465
Russian Federation,2017,Emissions per capita (metric tons of carbon dioxide),10.636
Saudi Arabia,1975,Emissions (thousand metric tons of carbon dioxide),22518.895
Saudi Arabia,1985,Emissions (thousand metric tons of carbon dioxide),117802.204
Saudi Arabia,1995,Emissions (thousand metric tons of carbon dioxide),191653.1
Saudi Arabia,2005,Emissions (thousand metric tons of carbon dioxide),298036.626
Saudi Arabia,2010,Emissions (thousand metric tons of carbon dioxide),419163.541
Saudi Arabia,2015,Emissions (thousand metric tons of carbon dioxide),531554.326
Saudi Arabia,2016,Emissions (thousand metric tons of carbon dioxide),526887.374
Saudi Arabia,2017,Emissions (thousand metric tons of carbon dioxide),532181.611
Saudi Arabia,1975,Emissions per capita (metric tons of carbon dioxide),3.031
